	gene_length	count	rel_abundance
PJPBKL_15800	581	259	6.872171990302537e-05
PJPBKL_17610	779	259	0.00012440432488645432
PJPBKL_19010	659	259	0.00010146975518925351
PJPBKL_19775	617	259	0.00013633504241024894
PJPBKL_23445	743	259	7.460709867766543e-05
PJPBKL_27355	716	259	9.285045362202775e-05
PJPBKL_28420	641	259	6.077723802307685e-05
PJPBKL_29935	743	259	6.938981904985666e-05
PJPBKL_31425	767	259	7.176718440829104e-05
PJPBKL_32110	467	259	6.80659483091814e-05
PJPBKL_38575	332	259	0.00010391658130967187
PJPBKL_43320	812	259	7.518954498094236e-05
PJPBKL_43650	584	259	7.633398249967816e-05
PJPBKL_50555	719	259	6.146231140954918e-05
PJPBKL_60170	737	259	6.679887692804118e-05
PJPBKL_60325	545	259	0.0001216277116609152
PJPBKL_62100	716	259	7.011156702071484e-05
PJPBKL_66985	836	259	6.769857170639233e-05
PJPBKL_68965	455	259	5.537769662088453e-05
PJPBKL_70685	506	259	6.167061669143958e-05
PJPBKL_02280	728	258	0.0002023415838070781
PJPBKL_02985	731	258	9.147547013641323e-05
PJPBKL_09930	440	258	0.0002008700086521175
PJPBKL_10375	653	258	7.331396436256458e-05
PJPBKL_11035	683	258	7.122885282788735e-05
PJPBKL_18285	590	258	7.555770471154584e-05
PJPBKL_25130	779	258	7.713068142960169e-05
PJPBKL_50400	698	258	6.830973752232319e-05
PJPBKL_50895	656	258	7.268322681491094e-05
PJPBKL_53265	356	258	6.968878675886592e-05
PJPBKL_67585	794	258	8.37291244249016e-05
PJPBKL_67600	653	258	6.529988728649478e-05
PJPBKL_69250	584	258	6.239473352147606e-05
PJPBKL_69675	638	258	6.10630244087653e-05
PJPBKL_72205	773	258	9.402746030389514e-05
PJPBKL_73590	536	258	0.0001522370074083458
PJPBKL_74160	731	258	7.211979094812868e-05
PJPBKL_02340	635	257	0.00011629316290385751
PJPBKL_04920	800	257	6.832223320601628e-05
PJPBKL_05535	809	257	7.379129413759396e-05
PJPBKL_05560	326	257	5.6481853148601546e-05
PJPBKL_09800	830	257	7.122372426842679e-05
PJPBKL_16280	677	257	7.98763969723689e-05
PJPBKL_18630	479	257	8.092774036454942e-05
PJPBKL_24875	797	257	5.9338209428149796e-05
PJPBKL_25355	752	257	7.500290426645066e-05
PJPBKL_28785	641	257	6.803422166762334e-05
PJPBKL_36320	755	257	6.0585400541524e-05
PJPBKL_43440	650	257	7.544146208891269e-05
PJPBKL_45890	707	257	7.676116363290924e-05
PJPBKL_48210	740	257	0.00024803969655394834
PJPBKL_54370	743	257	6.521599534760964e-05
PJPBKL_57290	464	257	0.00011863239319215348
PJPBKL_61505	767	257	6.494424786243238e-05
PJPBKL_61880	686	257	7.572052395100537e-05
PJPBKL_65410	170	257	9.805109813462495e-05
PJPBKL_69710	785	257	5.7529314132906154e-05
PJPBKL_73290	713	257	7.067840662693537e-05
PJPBKL_73700	824	257	0.00011572863298684848
PJPBKL_00545	626	256	6.811633609917107e-05
PJPBKL_02730	734	256	7.050471047985911e-05
PJPBKL_02935	368	256	0.0001337792725433868
PJPBKL_03005	773	256	6.343719321836126e-05
PJPBKL_16355	638	256	0.00012911336006828485
PJPBKL_25325	680	256	7.838387205529611e-05
PJPBKL_25335	677	256	0.0001898138035579949
PJPBKL_31345	698	256	7.108655612079159e-05
PJPBKL_32505	767	256	6.77239627514859e-05
PJPBKL_47205	638	256	6.167061669143958e-05
PJPBKL_51655	662	256	9.4861492398917e-05
PJPBKL_56905	686	256	6.809196370221006e-05
PJPBKL_59810	539	256	6.940191849240723e-05
PJPBKL_62385	740	256	6.70519137463683e-05
PJPBKL_62880	683	256	6.498568644456654e-05
PJPBKL_75425	314	256	9.197283053436714e-05
PJPBKL_76070	710	256	7.097704778169708e-05
PJPBKL_76555	299	256	7.065749585574397e-05
PJPBKL_76605	701	256	9.677272234034742e-05
APJOLJ_35515	845	255	7.752877526923834e-05
PJPBKL_01135	578	255	8.349768616799458e-05
PJPBKL_02100	341	255	9.037445211003589e-05
PJPBKL_18770	368	255	8.690385814826308e-05
PJPBKL_19710	419	255	7.123765746696124e-05
PJPBKL_43830	650	255	7.186321092264015e-05
PJPBKL_46405	656	255	8.066065414825483e-05
PJPBKL_58940	476	255	5.8228019241077114e-05
PJPBKL_61985	692	255	6.86219289774689e-05
PJPBKL_66660	608	255	6.694507732952324e-05
PJPBKL_66700	554	255	5.982590510397002e-05
PJPBKL_69055	761	255	6.851261677866331e-05
APJOLJ_34005	344	254	3.7186767207628854e-05
PJPBKL_04430	686	254	6.385387467510155e-05
PJPBKL_10510	368	254	5.898928553094222e-05
PJPBKL_11405	677	254	7.930380631306876e-05
PJPBKL_15565	737	254	0.00010703599570753055
PJPBKL_17865	758	254	0.00012171404033033459
PJPBKL_17905	773	254	6.895347088952311e-05
PJPBKL_18735	650	254	7.573964968610206e-05
PJPBKL_19070	266	254	4.007596465985064e-05
PJPBKL_22075	446	254	8.517735399535153e-05
PJPBKL_25515	716	254	0.00010719760826333235
PJPBKL_35665	503	254	7.706637700719517e-05
PJPBKL_41565	734	254	8.265158943893597e-05
PJPBKL_43335	797	254	7.879336006033005e-05
PJPBKL_44735	596	254	6.14636683132804e-05
PJPBKL_45610	767	254	0.00015389512431214522
PJPBKL_46190	773	254	8.324564485571517e-05
PJPBKL_48455	536	254	9.763418527376095e-05
PJPBKL_53060	617	254	7.790573852014225e-05
PJPBKL_61360	722	254	6.738131091613166e-05
PJPBKL_62355	737	254	8.152618837674316e-05
PJPBKL_63045	629	254	0.00014914120520791475
PJPBKL_66050	479	254	6.8788579309867e-05
PJPBKL_72210	623	254	6.719990151747785e-05
PJPBKL_72905	665	254	0.00019265609192844566
PJPBKL_73970	737	254	0.0003389911510245869
PJPBKL_05570	179	253	0.00011044602063494847
PJPBKL_06875	662	253	6.441212446840044e-05
PJPBKL_13775	650	253	0.00011152216134882745
PJPBKL_14450	713	253	0.00012477457169908976
PJPBKL_20765	734	253	6.337502065605314e-05
PJPBKL_26735	482	253	6.795831442168713e-05
PJPBKL_27765	629	253	8.997775190229568e-05
PJPBKL_30890	488	253	5.322159777703862e-05
PJPBKL_36165	671	253	6.701444062020602e-05
PJPBKL_36365	590	253	8.47560339807775e-05
PJPBKL_38850	668	253	0.00014304523281337764
PJPBKL_42560	617	253	6.879579328996434e-05
PJPBKL_43795	629	253	5.977973927755261e-05
PJPBKL_44965	764	253	6.722881363333822e-05
PJPBKL_49815	725	253	0.00010533219812441348
PJPBKL_50595	788	253	6.690300403944424e-05
PJPBKL_56210	764	253	6.722881363333822e-05
PJPBKL_57405	836	253	6.0047705725875385e-05
PJPBKL_58140	611	253	7.486412014541836e-05
PJPBKL_58420	773	253	6.469089268907986e-05
PJPBKL_59520	623	253	6.782212282782487e-05
PJPBKL_60585	443	253	0.0001023799854006872
PJPBKL_67860	692	253	6.049933330258483e-05
PJPBKL_69615	689	253	0.00042533928957579233
PJPBKL_70475	545	253	7.432804601500373e-05
PJPBKL_76220	656	253	7.03195446420683e-05
CAAFCJ_57220	866	252	7.385824433847763e-05
PJPBKL_11705	620	252	0.000226959237280109
PJPBKL_14625	593	252	0.00015819530872812545
PJPBKL_16660	662	252	6.441212446840044e-05
PJPBKL_22225	488	252	7.427193122616583e-05
PJPBKL_22600	674	252	0.0001363080099318211
PJPBKL_33200	701	252	7.658869739507496e-05
PJPBKL_37790	704	252	9.636033858037435e-05
PJPBKL_41645	677	252	7.329160439041734e-05
PJPBKL_51140	671	252	7.308040291772465e-05
PJPBKL_54935	761	252	6.494690438126077e-05
PJPBKL_55195	692	252	6.498076539907259e-05
PJPBKL_63945	641	252	6.924371894171443e-05
PJPBKL_64120	416	252	8.712668855377145e-05
PJPBKL_66055	698	252	6.747669194278266e-05
PJPBKL_68120	758	252	6.776096783096358e-05
PJPBKL_01825	650	251	8.170340162988964e-05
PJPBKL_03050	779	251	0.00011146627509826308
PJPBKL_07730	569	251	9.776255932456681e-05
PJPBKL_07965	650	251	3.339701088521036e-05
PJPBKL_08115	542	251	5.65015982128213e-05
PJPBKL_13210	671	251	7.019184944271578e-05
PJPBKL_23095	500	251	8.489400891981598e-05
PJPBKL_28260	284	251	3.344110905099189e-05
PJPBKL_28715	800	251	7.631738815565648e-05
PJPBKL_30140	722	251	6.523369941282866e-05
PJPBKL_34375	650	251	9.989284505844169e-05
PJPBKL_40230	683	251	9.137725342860448e-05
PJPBKL_52250	722	251	6.81866652298703e-05
PJPBKL_53065	557	251	5.845975873084399e-05
PJPBKL_59315	776	251	7.568047328150521e-05
PJPBKL_59750	626	251	0.00021828189522688909
PJPBKL_62630	815	251	7.705313861114484e-05
PJPBKL_62850	647	251	7.249599542177619e-05
PJPBKL_71760	653	251	0.00011546207342930212
APJOLJ_06095	803	250	9.099734830791673e-05
APJOLJ_56555	857	250	6.490886377558752e-05
CAAFCJ_06910	611	250	7.327801590504933e-05
PJPBKL_00275	557	250	8.490584006146389e-05
PJPBKL_05725	536	250	7.738413203179572e-05
PJPBKL_11175	662	250	0.00014404893290205915
PJPBKL_20240	446	250	7.648578726113199e-05
PJPBKL_21820	446	250	8.648108900548447e-05
PJPBKL_25565	725	250	7.004323834669119e-05
PJPBKL_35360	509	250	7.349240484755893e-05
PJPBKL_36195	704	250	6.937944377786954e-05
PJPBKL_41750	200	250	4.554815547067752e-05
PJPBKL_42060	455	250	6.048948400127387e-05
PJPBKL_43700	746	250	7.118929096438105e-05
PJPBKL_49630	635	250	7.32555356874693e-05
PJPBKL_50660	743	250	7.460709867766543e-05
PJPBKL_52075	509	250	7.539635315967187e-05
PJPBKL_56185	605	250	6.887887059043901e-05
PJPBKL_67450	638	250	6.683515109417098e-05
PJPBKL_68415	656	250	0.00010016103207420654
PJPBKL_75000	638	250	6.501237424614813e-05
PJPBKL_76130	641	250	5.805586915637193e-05
PJPBKL_01160	578	249	7.243172776018808e-05
PJPBKL_03955	755	249	8.163626005171454e-05
PJPBKL_06235	716	249	7.552558764007506e-05
PJPBKL_09845	482	249	6.675195381065127e-05
PJPBKL_13470	620	249	6.940075850714077e-05
PJPBKL_14575	584	249	7.201945305404417e-05
PJPBKL_15970	758	249	7.517631902755959e-05
PJPBKL_17785	698	249	0.00016022243313162793
PJPBKL_19890	743	249	6.704204321734271e-05
PJPBKL_21120	518	249	7.40863779117239e-05
PJPBKL_24795	311	249	7.354015660586916e-05
PJPBKL_26450	644	249	7.4940469883697e-05
PJPBKL_27605	710	249	8.571843462866492e-05
PJPBKL_27685	692	249	5.9939154290523855e-05
PJPBKL_30800	641	249	7.46864566751243e-05
PJPBKL_32850	584	249	8.263983322791244e-05
PJPBKL_36045	605	249	9.803225302639229e-05
PJPBKL_41570	602	249	0.00010656986965995801
PJPBKL_50020	602	249	0.00014391761854381038
PJPBKL_51175	785	249	6.049219726421462e-05
PJPBKL_52715	677	249	8.044898763166903e-05
PJPBKL_54670	692	249	7.42237190980786e-05
PJPBKL_55890	587	249	7.066080880586459e-05
PJPBKL_56870	836	249	0.0001249641443484434
PJPBKL_58805	437	249	6.431162708260617e-05
PJPBKL_62130	827	249	8.202863163311191e-05
PJPBKL_70665	620	249	6.877552644851788e-05
APJOLJ_39090	797	248	6.395880770329261e-05
APJOLJ_62420	857	248	6.87536396786711e-05
PJPBKL_02300	626	248	7.028367406596287e-05
PJPBKL_04950	731	248	7.689242417263721e-05
PJPBKL_07130	605	248	8.457684574826e-05
PJPBKL_12280	404	248	8.587655181431722e-05
PJPBKL_14145	665	248	6.353862033343593e-05
PJPBKL_14790	644	248	6.139701147098067e-05
PJPBKL_15360	665	248	7.169954404598734e-05
PJPBKL_15540	479	248	6.79793019062215e-05
PJPBKL_23855	350	248	5.0393703925004925e-05
PJPBKL_23895	770	248	0.00010270045555145856
PJPBKL_27065	614	248	9.343858908670419e-05
PJPBKL_28755	689	248	0.00015471997967373398
PJPBKL_34195	617	248	7.130888162932376e-05
PJPBKL_34970	575	248	7.752877526923834e-05
PJPBKL_35830	542	248	8.332197711131242e-05
PJPBKL_53725	647	248	7.3394706108823e-05
PJPBKL_59195	698	248	6.830973752232319e-05
PJPBKL_69900	686	248	6.978719931305346e-05
PJPBKL_72095	764	248	7.07805245422693e-05
PJPBKL_73030	677	248	7.558196702761789e-05
APJOLJ_00520	662	247	6.148430062892769e-05
APJOLJ_28415	695	247	6.52580338597186e-05
PJPBKL_01220	728	247	9.691096908654793e-05
PJPBKL_01355	641	247	6.924371894171443e-05
PJPBKL_03255	278	247	4.531807906924903e-05
PJPBKL_04855	722	247	5.5032544772139404e-05
PJPBKL_09705	677	247	0.00013999841619888312
PJPBKL_15390	686	247	9.888874396586522e-05
PJPBKL_15715	833	247	6.235807854788677e-05
PJPBKL_24460	641	247	0.000100085899431037
PJPBKL_28565	458	247	9.606458507705842e-05
PJPBKL_35660	686	247	8.39141627367485e-05
PJPBKL_35745	842	247	0.00010174500792459426
PJPBKL_45320	659	247	9.823448763249471e-05
PJPBKL_45480	653	247	7.984395309121407e-05
PJPBKL_46425	779	247	7.115927383505188e-05
PJPBKL_55600	719	247	7.143645843653741e-05
PJPBKL_55690	662	247	7.114611929918776e-05
PJPBKL_62010	752	247	7.654935590081047e-05
PJPBKL_65625	392	247	4.548882222429801e-05
PJPBKL_72080	683	247	7.77557995013591e-05
PJPBKL_76165	569	247	0.00011990390551305753
PJPBKL_76785	743	247	6.234649155231482e-05
APJOLJ_25690	803	246	0.0003277835517298433
APJOLJ_72495	725	246	6.763717290730103e-05
PJPBKL_05135	734	246	7.895471323399953e-05
PJPBKL_13460	656	246	9.543366772852127e-05
PJPBKL_14810	791	246	7.130491025078494e-05
PJPBKL_25340	698	246	6.38668277647737e-05
PJPBKL_31050	770	246	6.821525356481684e-05
PJPBKL_35195	824	246	7.950462997876989e-05
PJPBKL_39460	698	246	6.803205566247634e-05
PJPBKL_40885	665	246	6.120692784413553e-05
PJPBKL_41705	602	246	8.016887475930377e-05
PJPBKL_41755	410	246	9.880191482482203e-05
PJPBKL_49740	761	246	0.00011588565291558293
PJPBKL_55365	740	246	9.874441985305018e-05
PJPBKL_59880	731	246	6.522598740161639e-05
PJPBKL_64055	410	246	7.374688379269012e-05
PJPBKL_64650	491	246	6.868638949515005e-05
PJPBKL_68840	527	246	7.502784703474677e-05
PJPBKL_73595	587	246	6.504756698483796e-05
APJOLJ_07380	758	245	7.338640666976056e-05
APJOLJ_21090	893	245	0.0006915080571326802
PJPBKL_04585	737	245	6.916576626801114e-05
PJPBKL_04720	653	245	8.667075948934761e-05
PJPBKL_08475	581	245	8.640255075186201e-05
PJPBKL_11805	668	245	7.10873875036055e-05
PJPBKL_13125	233	245	0.00011978694891384466
PJPBKL_14150	641	245	7.831494849739755e-05
PJPBKL_16860	659	245	4.5293745794623305e-05
PJPBKL_18425	422	245	6.384182323710978e-05
PJPBKL_20625	647	245	7.219642519276058e-05
PJPBKL_22830	581	245	8.139854202105919e-05
PJPBKL_24825	710	245	0.00011083338999757312
PJPBKL_25570	314	245	4.814685088376266e-05
PJPBKL_25660	728	245	0.00018024375294393665
PJPBKL_27360	668	245	7.689043954471617e-05
PJPBKL_28010	392	245	6.872767705627633e-05
PJPBKL_31560	668	245	6.992677709538338e-05
PJPBKL_31830	692	245	6.974228700159085e-05
PJPBKL_43245	698	245	7.164191984048528e-05
PJPBKL_46625	746	245	6.781169686753085e-05
PJPBKL_47050	623	245	6.439990562091628e-05
PJPBKL_51615	545	245	0.00010384588247072291
PJPBKL_53400	749	245	7.29743478835955e-05
PJPBKL_53695	542	245	9.619575898258816e-05
PJPBKL_53975	686	245	8.84347910323309e-05
PJPBKL_56595	710	245	6.688221810198378e-05
PJPBKL_60285	599	245	0.0001698773247760857
PJPBKL_60965	395	245	7.949152907352286e-05
PJPBKL_65560	785	245	7.876330990728354e-05
PJPBKL_66565	668	245	7.10873875036055e-05
PJPBKL_70030	671	245	7.279154757022377e-05
PJPBKL_74190	707	245	9.101680830759239e-05
PJPBKL_75620	746	245	8.755763158757815e-05
PJPBKL_07415	557	244	6.959495087005237e-05
PJPBKL_11245	731	244	0.00011162658819544918
PJPBKL_16085	581	244	7.872973736463101e-05
PJPBKL_22355	602	244	0.00019156819470596682
PJPBKL_29450	569	244	0.0001004876480862272
PJPBKL_32690	581	244	6.805451873891834e-05
PJPBKL_33230	656	244	7.209230627170029e-05
PJPBKL_49165	512	244	5.905512178711514e-05
PJPBKL_50835	578	244	6.673108251980289e-05
PJPBKL_54660	497	244	5.654764795794547e-05
PJPBKL_55190	542	244	7.223622049993609e-05
PJPBKL_57300	797	244	0.00011308306304954776
PJPBKL_57810	683	244	6.158032296275519e-05
PJPBKL_66625	581	244	8.173214260311272e-05
PJPBKL_68885	641	244	7.7710199860352e-05
PJPBKL_75065	632	244	9.875105077806467e-05
PJPBKL_75900	788	244	5.5588525415126477e-05
APJOLJ_45830	608	243	5.546877835874782e-05
APJOLJ_67495	857	243	6.558735364083757e-05
PJPBKL_01330	524	243	5.733282522295774e-05
PJPBKL_04345	302	243	7.573175067690499e-05
PJPBKL_07955	659	243	5.499954846489974e-05
PJPBKL_10115	590	243	6.668788720192959e-05
PJPBKL_11185	773	243	9.678559913947606e-05
PJPBKL_16035	455	243	7.923270439603479e-05
PJPBKL_26400	608	243	6.184450000917862e-05
PJPBKL_29910	443	243	7.569118578768755e-05
PJPBKL_34675	698	243	7.83062844768095e-05
PJPBKL_35310	662	243	6.851107784366228e-05
PJPBKL_37355	668	243	0.00010880722577082477
PJPBKL_37565	776	243	7.218368573714523e-05
PJPBKL_40090	1394	243	6.701734160647934e-05
PJPBKL_41390	671	243	6.585901923020247e-05
PJPBKL_44575	620	243	7.59656951226811e-05
PJPBKL_55225	536	243	7.883056440622182e-05
PJPBKL_57040	644	243	7.223177820115372e-05
PJPBKL_57465	725	243	7.031057895106788e-05
PJPBKL_60400	722	243	0.00011623947261627494
PJPBKL_00100	524	242	8.988307438179827e-05
PJPBKL_04235	695	242	5.438169488309883e-05
PJPBKL_05795	443	242	0.00010369254931608063
PJPBKL_14035	593	242	7.909765436406272e-05
PJPBKL_15780	518	242	7.034464165355602e-05
PJPBKL_16245	686	242	6.074594272188863e-05
PJPBKL_19600	647	242	0.00015098339542386446
PJPBKL_22475	593	242	7.419490719273652e-05
PJPBKL_23410	686	242	6.922212077610566e-05
PJPBKL_23470	692	242	7.05825555196823e-05
PJPBKL_25970	749	242	0.00013689159585256037
PJPBKL_26780	689	242	6.301322808530257e-05
PJPBKL_27895	383	242	7.33790627548274e-05
PJPBKL_28675	707	242	0.00011048124622879438
PJPBKL_29880	671	242	7.799094382523976e-05
PJPBKL_30020	626	242	0.0001303498977170501
PJPBKL_31375	389	242	6.676642600307158e-05
PJPBKL_38820	632	242	7.421662822450822e-05
PJPBKL_38880	557	242	8.003419350056022e-05
PJPBKL_50975	614	242	5.745210545196001e-05
PJPBKL_59940	605	242	5.6384563832173334e-05
PJPBKL_61740	620	242	0.00021945645257663435
PJPBKL_65545	431	242	8.094651710245301e-05
PJPBKL_72980	707	242	8.690460311297225e-05
PJPBKL_76835	425	242	5.9286710500005795e-05
CAAFCJ_60650	419	241	6.614925336217829e-05
PJPBKL_07580	668	241	7.050708229949444e-05
PJPBKL_10180	749	241	0.00010842642469229261
PJPBKL_14580	650	241	7.484508689453395e-05
PJPBKL_15370	608	241	0.00010711212372723718
PJPBKL_18995	743	241	7.330277877071324e-05
PJPBKL_21430	647	241	5.961447557410521e-05
PJPBKL_24775	731	241	9.28012015876656e-05
PJPBKL_28540	668	241	7.340860832004978e-05
PJPBKL_31990	686	241	7.233005272931857e-05
PJPBKL_36070	746	241	7.1449105894908e-05
PJPBKL_37630	683	241	6.924239079683073e-05
PJPBKL_49320	506	241	6.281975861736704e-05
PJPBKL_51525	557	241	4.5932667574234566e-05
PJPBKL_52140	623	241	6.408879496574277e-05
PJPBKL_55805	602	241	7.920298470196276e-05
PJPBKL_56010	488	241	7.149169850646978e-05
PJPBKL_58885	599	241	6.956880919401604e-05
PJPBKL_59470	683	241	7.945848124226477e-05
PJPBKL_61165	656	241	7.53423692593589e-05
PJPBKL_62865	413	241	0.0002459145171978262
PJPBKL_68330	542	241	7.795790133161419e-05
PJPBKL_69915	506	241	6.473499516057945e-05
PJPBKL_76480	743	241	6.28682195150957e-05
APJOLJ_02195	713	240	8.155200764646389e-05
APJOLJ_57160	707	240	7.703531064588392e-05
PJPBKL_06345	689	240	0.00015050034386445034
PJPBKL_13135	530	240	6.875193278592834e-05
PJPBKL_14485	635	240	5.3110263373415245e-05
PJPBKL_15840	698	240	6.886510124201687e-05
PJPBKL_17745	545	240	8.321896061009988e-05
PJPBKL_20220	680	240	7.524851717308427e-05
PJPBKL_23910	515	240	9.032478672144272e-05
PJPBKL_27415	479	240	0.00010965708819396446
PJPBKL_27930	644	240	0.00014055100174974495
PJPBKL_33910	710	240	7.152302507232551e-05
PJPBKL_33985	659	240	7.058765578382853e-05
PJPBKL_38505	737	240	8.468204083003645e-05
PJPBKL_43590	662	240	9.896044577417884e-05
PJPBKL_48050	512	240	6.814052513897901e-05
PJPBKL_54840	638	240	6.318959739812529e-05
PJPBKL_56535	677	240	7.214642307181706e-05
PJPBKL_58655	734	240	7.816252547579888e-05
PJPBKL_59190	647	240	8.358009389535354e-05
PJPBKL_64110	698	240	8.025005749573739e-05
PJPBKL_65095	626	240	0.00014304430580825924
PJPBKL_65940	551	240	6.753867900042541e-05
PJPBKL_73305	359	240	0.00012417561498554886
APJOLJ_08395	602	239	6.954408412855267e-05
PJPBKL_00535	713	239	6.388240598973006e-05
PJPBKL_02860	761	239	5.5777929645082775e-05
PJPBKL_02980	707	239	6.634357713987156e-05
PJPBKL_03235	653	239	0.00016028154152139627
PJPBKL_07090	731	239	6.840774288462207e-05
PJPBKL_18170	401	239	4.93013408819346e-05
PJPBKL_19580	620	239	8.315586379684434e-05
PJPBKL_24640	557	239	8.107811776361101e-05
PJPBKL_34545	746	239	7.586595971386593e-05
PJPBKL_35150	569	239	8.311520723064216e-05
PJPBKL_36085	554	239	7.871829618943424e-05
PJPBKL_38940	662	239	6.997498976339865e-05
PJPBKL_39215	764	239	9.031493454139021e-05
PJPBKL_43345	725	239	6.49637668635342e-05
PJPBKL_47700	674	239	6.87291442483233e-05
PJPBKL_49455	659	239	6.470535113517616e-05
PJPBKL_54355	668	239	9.981249510710324e-05
PJPBKL_55355	659	239	0.00012117547576223898
PJPBKL_57755	743	239	6.443340340343832e-05
PJPBKL_61800	635	239	6.440382512523342e-05
PJPBKL_70650	608	239	7.427715722751864e-05
PJPBKL_74380	611	239	9.104238339718249e-05
APJOLJ_32835	767	238	7.479960065089488e-05
PJPBKL_02740	749	238	9.186487056268229e-05
PJPBKL_07400	713	238	6.062032568387149e-05
PJPBKL_10620	644	238	6.049411424346625e-05
PJPBKL_19290	656	238	9.66155088149426e-05
PJPBKL_21715	668	238	0.0001038746315358807
PJPBKL_24560	395	238	0.00011236765529528848
PJPBKL_25690	668	238	6.499418286043932e-05
PJPBKL_49175	722	238	5.8790864902919654e-05
PJPBKL_50855	647	238	7.129771450571378e-05
PJPBKL_56070	374	238	8.032727384179106e-05
PJPBKL_60435	557	238	8.038216825491048e-05
PJPBKL_61375	920	238	7.605404313096478e-05
PJPBKL_62860	614	238	5.745210545196001e-05
PJPBKL_63960	377	238	6.272221871914508e-05
PJPBKL_64035	566	238	7.054296689692181e-05
PJPBKL_64915	476	238	6.392866448146229e-05
PJPBKL_67985	494	238	6.826926567230502e-05
PJPBKL_69105	554	238	7.836843709525896e-05
PJPBKL_69820	614	238	7.828638545102243e-05
PJPBKL_70335	569	238	0.00011138800313286879
PJPBKL_74170	665	238	8.568969898178974e-05
PJPBKL_74705	647	238	7.039900381866697e-05
PJPBKL_01595	443	237	6.825332360045813e-05
PJPBKL_04955	707	237	6.716601817879559e-05
PJPBKL_14075	674	237	8.655846200311847e-05
PJPBKL_20815	743	237	7.356364275210367e-05
PJPBKL_21510	548	237	7.144531297621416e-05
PJPBKL_21995	740	237	0.00030304321954901603
PJPBKL_25590	425	237	9.805109813462495e-05
PJPBKL_36935	785	237	6.345508039552309e-05
PJPBKL_51165	581	237	7.07233233953465e-05
PJPBKL_53455	566	237	9.485631956527835e-05
PJPBKL_53690	614	237	5.397972545211627e-05
PJPBKL_54545	764	237	6.900466908780375e-05
PJPBKL_57580	662	237	6.704716592392591e-05
PJPBKL_62640	485	237	7.43317123715378e-05
PJPBKL_66665	659	237	8.176403461626805e-05
PJPBKL_66675	716	237	6.415614433941859e-05
PJPBKL_68155	539	237	8.090897233570791e-05
PJPBKL_70870	452	237	7.547048920014351e-05
PJPBKL_71290	695	237	7.557661186317838e-05
PJPBKL_75410	221	237	4.911325130177994e-05
PJPBKL_75910	620	237	5.56456532174372e-05
PJPBKL_02330	770	236	8.583542976237102e-05
PJPBKL_03150	599	236	0.00010095566729550235
PJPBKL_17435	668	236	0.0001854075127134854
PJPBKL_19110	458	236	5.332219259783859e-05
PJPBKL_19385	581	236	0.0001114225944058761
PJPBKL_20050	611	236	8.596684982800159e-05
PJPBKL_22655	746	236	6.365465797909985e-05
PJPBKL_29025	500	236	7.287704875308404e-05
PJPBKL_31175	545	236	0.00014261027010534208
PJPBKL_32785	629	236	8.227417725312654e-05
PJPBKL_35805	581	236	0.00020382995563470152
PJPBKL_36380	584	236	7.069190553231064e-05
PJPBKL_38525	710	236	7.288796829889661e-05
PJPBKL_39295	758	236	9.614386379034834e-05
PJPBKL_46270	392	236	7.861655145286285e-05
PJPBKL_48905	461	236	7.651972396421572e-05
PJPBKL_49195	872	236	0.00015047872952200217
PJPBKL_49900	599	236	7.312814361789593e-05
PJPBKL_59905	755	236	0.00011963049428961941
PJPBKL_63185	272	236	5.629387174880358e-05
PJPBKL_66160	614	236	6.692223272426111e-05
PJPBKL_66605	566	236	7.704935704760878e-05
PJPBKL_04895	599	235	7.05395367641651e-05
PJPBKL_07335	458	235	6.982668078288387e-05
PJPBKL_13990	611	235	6.122362367824469e-05
PJPBKL_15475	647	235	7.42934167958698e-05
PJPBKL_15700	806	235	6.324462746839233e-05
PJPBKL_18465	680	235	0.00017044929268751665
PJPBKL_18645	686	235	0.00011273316812108635
PJPBKL_21560	458	235	9.945012111501643e-05
PJPBKL_25535	728	235	0.00010649557042477794
PJPBKL_27805	425	235	0.00024763602924233183
PJPBKL_29965	794	235	6.493279037033185e-05
PJPBKL_31155	188	235	7.938451723047011e-05
PJPBKL_41760	764	235	6.291602181535049e-05
PJPBKL_42065	704	235	6.469908447539421e-05
PJPBKL_44100	563	235	7.29844598449313e-05
PJPBKL_44670	614	235	0.00011648256544930354
PJPBKL_45350	764	235	0.0001753023027193838
PJPBKL_45665	443	235	8.487913319544152e-05
PJPBKL_49310	713	235	9.759056915026845e-05
PJPBKL_51300	650	235	8.796534117086657e-05
PJPBKL_52360	647	235	7.189685496374499e-05
PJPBKL_52885	587	235	7.165138089192811e-05
PJPBKL_59525	602	235	6.729034066142365e-05
PJPBKL_59695	755	235	7.881236426376216e-05
PJPBKL_63025	623	235	0.00012444426206940343
PJPBKL_69175	638	235	0.00012425262180689058
PJPBKL_71625	560	235	9.344986304774264e-05
PJPBKL_75550	701	235	5.585168546500052e-05
PJPBKL_76150	539	235	4.638781080580587e-05
CAAFCJ_05285	443	234	0.00010588015584173632
PJPBKL_00320	233	234	7.90261121306614e-05
PJPBKL_02210	635	234	6.654044491611796e-05
PJPBKL_07380	524	234	5.65930468329841e-05
PJPBKL_12190	677	234	3.922246016205928e-05
PJPBKL_16420	758	234	0.0001196684262071357
PJPBKL_25020	740	234	8.460065679717562e-05
PJPBKL_30465	545	234	6.47258582522999e-05
PJPBKL_32255	683	234	0.00016657903031860508
